job_title,company_name,company_location,seniority_level,employment_type,job_description
Python Developer (internship),MindPal,"Madison, WI",Internship,Internship,"Summer Internship Opportunity - Python Developer at Mindpal (In collaboration with Sky Gate) Hello!We are on the lookout for 2-3 passionate individuals ready to embark on a 3-month unpaid summer internship as Python Developers. This internship provides an excellent opportunity to gain hands-on experience and practical knowledge in the evolving tech industry, offering a viable alternative to expensive courses or boot camps.At the end of the internship, there is a high probability of transitioning to a paid Junior position within the team, thus kick-starting your career in the tech industry.Don't miss this chance to be part of a team building applications with state-of-the-art AI tools!Responsibilities:Maintain and develop the backend of a recruitment platform based on the Django Rest FrameworkWrite unit tests for new functionalitiesDeliver readable and transparent codeBuild dashboards based on SQL queries and process the resultsHave direct contact with the clientRequirements:Enthusiasm for learning and an open mindKnowledge of Python/Django and an interest in AI/LLMCandidates ready to work from our office in GliwiceWe look forward to hearing from you!RequirementsResponsibilities"
Python Developer (internship),MindPal,"Cincinnati, OH",Internship,Internship,"Summer Internship Opportunity - Python Developer at Mindpal (In collaboration with Sky Gate) Hello!We are on the lookout for 2-3 passionate individuals ready to embark on a 3-month unpaid summer internship as Python Developers. This internship provides an excellent opportunity to gain hands-on experience and practical knowledge in the evolving tech industry, offering a viable alternative to expensive courses or boot camps.At the end of the internship, there is a high probability of transitioning to a paid Junior position within the team, thus kick-starting your career in the tech industry.Don't miss this chance to be part of a team building applications with state-of-the-art AI tools!Responsibilities:Maintain and develop the backend of a recruitment platform based on the Django Rest FrameworkWrite unit tests for new functionalitiesDeliver readable and transparent codeBuild dashboards based on SQL queries and process the resultsHave direct contact with the clientRequirements:Enthusiasm for learning and an open mindKnowledge of Python/Django and an interest in AI/LLMCandidates ready to work from our office in GliwiceWe look forward to hearing from you!RequirementsResponsibilities"
Python Developer (internship),MindPal,"Colorado Springs, CO",Internship,Internship,"Summer Internship Opportunity - Python Developer at Mindpal (In collaboration with Sky Gate) Hello!We are on the lookout for 2-3 passionate individuals ready to embark on a 3-month unpaid summer internship as Python Developers. This internship provides an excellent opportunity to gain hands-on experience and practical knowledge in the evolving tech industry, offering a viable alternative to expensive courses or boot camps.At the end of the internship, there is a high probability of transitioning to a paid Junior position within the team, thus kick-starting your career in the tech industry.Don't miss this chance to be part of a team building applications with state-of-the-art AI tools!Responsibilities:Maintain and develop the backend of a recruitment platform based on the Django Rest FrameworkWrite unit tests for new functionalitiesDeliver readable and transparent codeBuild dashboards based on SQL queries and process the resultsHave direct contact with the clientRequirements:Enthusiasm for learning and an open mindKnowledge of Python/Django and an interest in AI/LLMCandidates ready to work from our office in GliwiceWe look forward to hearing from you!RequirementsResponsibilities"
Python Developer (internship),MindPal,"William Paterson University of New Jersey, NJ",Internship,Internship,"Summer Internship Opportunity - Python Developer at Mindpal (In collaboration with Sky Gate) Hello!We are on the lookout for 2-3 passionate individuals ready to embark on a 3-month unpaid summer internship as Python Developers. This internship provides an excellent opportunity to gain hands-on experience and practical knowledge in the evolving tech industry, offering a viable alternative to expensive courses or boot camps.At the end of the internship, there is a high probability of transitioning to a paid Junior position within the team, thus kick-starting your career in the tech industry.Don't miss this chance to be part of a team building applications with state-of-the-art AI tools!Responsibilities:Maintain and develop the backend of a recruitment platform based on the Django Rest FrameworkWrite unit tests for new functionalitiesDeliver readable and transparent codeBuild dashboards based on SQL queries and process the resultsHave direct contact with the clientRequirements:Enthusiasm for learning and an open mindKnowledge of Python/Django and an interest in AI/LLMCandidates ready to work from our office in GliwiceWe look forward to hearing from you!RequirementsResponsibilities"
Python Developer (internship),MindPal,"Charleston, SC",Internship,Internship,"Summer Internship Opportunity - Python Developer at Mindpal (In collaboration with Sky Gate) Hello!We are on the lookout for 2-3 passionate individuals ready to embark on a 3-month unpaid summer internship as Python Developers. This internship provides an excellent opportunity to gain hands-on experience and practical knowledge in the evolving tech industry, offering a viable alternative to expensive courses or boot camps.At the end of the internship, there is a high probability of transitioning to a paid Junior position within the team, thus kick-starting your career in the tech industry.Don't miss this chance to be part of a team building applications with state-of-the-art AI tools!Responsibilities:Maintain and develop the backend of a recruitment platform based on the Django Rest FrameworkWrite unit tests for new functionalitiesDeliver readable and transparent codeBuild dashboards based on SQL queries and process the resultsHave direct contact with the clientRequirements:Enthusiasm for learning and an open mindKnowledge of Python/Django and an interest in AI/LLMCandidates ready to work from our office in GliwiceWe look forward to hearing from you!RequirementsResponsibilities"
Python Developer (internship),MindPal,"Miami, FL",Internship,Internship,"Summer Internship Opportunity - Python Developer at Mindpal (In collaboration with Sky Gate) Hello!We are on the lookout for 2-3 passionate individuals ready to embark on a 3-month unpaid summer internship as Python Developers. This internship provides an excellent opportunity to gain hands-on experience and practical knowledge in the evolving tech industry, offering a viable alternative to expensive courses or boot camps.At the end of the internship, there is a high probability of transitioning to a paid Junior position within the team, thus kick-starting your career in the tech industry.Don't miss this chance to be part of a team building applications with state-of-the-art AI tools!Responsibilities:Maintain and develop the backend of a recruitment platform based on the Django Rest FrameworkWrite unit tests for new functionalitiesDeliver readable and transparent codeBuild dashboards based on SQL queries and process the resultsHave direct contact with the clientRequirements:Enthusiasm for learning and an open mindKnowledge of Python/Django and an interest in AI/LLMCandidates ready to work from our office in GliwiceWe look forward to hearing from you!RequirementsResponsibilities"
Jr Python Developer,SDLC Technologies,United States,Entry level,Full-time,"Job Description:We are seeking a highly skilled and analytical Linguistic Analyst to join our dynamic team. The successful candidate will specialize in analyzing code responses generated by various Large Language Models (LLMs) similar to GPT, GEMINI, BERT, and others. This role requires an exceptional understanding of programming languages like Python, Java, or similar, combined with expert-level English proficiency. The Linguistic Analyst will play a crucial role in evaluating the effectiveness, accuracy, and quality of code responses to determine which model performs better under specific conditions. Qualifications:- Strong proficiency in Python or languages similar to Python (e.g., Java, R)- Excellent understanding of English grammar, syntax, and semantics- Strong analytical and problem-solving skills- Excellent communication and collaboration skills"
Python Developer (internship),MindPal,"Gulfport, MS",Internship,Internship,"Summer Internship Opportunity - Python Developer at Mindpal (In collaboration with Sky Gate) Hello!We are on the lookout for 2-3 passionate individuals ready to embark on a 3-month unpaid summer internship as Python Developers. This internship provides an excellent opportunity to gain hands-on experience and practical knowledge in the evolving tech industry, offering a viable alternative to expensive courses or boot camps.At the end of the internship, there is a high probability of transitioning to a paid Junior position within the team, thus kick-starting your career in the tech industry.Don't miss this chance to be part of a team building applications with state-of-the-art AI tools!Responsibilities:Maintain and develop the backend of a recruitment platform based on the Django Rest FrameworkWrite unit tests for new functionalitiesDeliver readable and transparent codeBuild dashboards based on SQL queries and process the resultsHave direct contact with the clientRequirements:Enthusiasm for learning and an open mindKnowledge of Python/Django and an interest in AI/LLMCandidates ready to work from our office in GliwiceWe look forward to hearing from you!RequirementsResponsibilities"
Python Developer (internship),MindPal,"West Valley City, UT",Internship,Internship,"Summer Internship Opportunity - Python Developer at Mindpal (In collaboration with Sky Gate) Hello!We are on the lookout for 2-3 passionate individuals ready to embark on a 3-month unpaid summer internship as Python Developers. This internship provides an excellent opportunity to gain hands-on experience and practical knowledge in the evolving tech industry, offering a viable alternative to expensive courses or boot camps.At the end of the internship, there is a high probability of transitioning to a paid Junior position within the team, thus kick-starting your career in the tech industry.Don't miss this chance to be part of a team building applications with state-of-the-art AI tools!Responsibilities:Maintain and develop the backend of a recruitment platform based on the Django Rest FrameworkWrite unit tests for new functionalitiesDeliver readable and transparent codeBuild dashboards based on SQL queries and process the resultsHave direct contact with the clientRequirements:Enthusiasm for learning and an open mindKnowledge of Python/Django and an interest in AI/LLMCandidates ready to work from our office in GliwiceWe look forward to hearing from you!RequirementsResponsibilities"
Junior Python Developer,HireMeFast LLC,"Sacramento, CA",Entry level,Full-time,"This is a remote position. DISCLAIMER:  This job posting is intended for active pooling of candidates who will become part of our talent pool. Your qualifications will be assessed against both current and future job openings. Should your application align with a role that corresponds to your skills and experience, and an opportunity arises, our recruitment team will reach out to you immediately. Please note that this does not guarantee immediate placement or contact. Additionally, we exclusively consider applications from individuals who are currently reside in the US/Canada during their application process. Salary: $60,000 - $70,000 per annum Experience Required:  Minimum 1 year of project experienceJob Description:We are seeking a highly skilled Python Developers to join our team as a Linguistic Analyst. The successful candidate will specialize in analyzing code responses generated by various Large Language Models. This role requires an strong understanding of Python combined with expert-level English proficiency. The Developer will play a crucial role in evaluating the effectiveness, accuracy, and quality of code responses to determine which model performs better under specific conditions.Qualifications:Bachelors degree in Computer Science, Engineering, or related field (or equivalent experience) 1-2 years of professional experience in Python development Good understanding of Python and its libraries/frameworks (e.g., Django, Flask) Excellent understanding of English grammar, syntax, and semantics Strong analytical and problem-solving skills Excellent communication and collaboration skills"
Junior Python Developer,Makro Technologies Inc.,"Raleigh, NC",Associate,Full-time,"Title: Junior Python DeveloperLocation: Raleigh, NC /HybridVisa: Open for EAD & H1B-TOur client is seeking a Python Developer to join their team. This role offers a great opportunity for entry level candidates with 1-3 years of Python development experience. You will work on projects involving AI, Snowflake, containers, and AWS, gaining hands-on experience with cutting-edge technologies.Key ResponsibilitiesWrite clean, efficient Python code for various software applications.Collaborate with cross-functional teams to understand project requirements.Participate in debugging and code reviews.Create and maintain technical documentation.Optimize code and solve technical challenges.Stay updated with the latest Python trends and libraries.RequirementsBachelor's degree in computer science, Software Engineering, or a related field.1-3 years of Python development experience.Proficiency in Python and frameworks like Pandas, Django, or Flask.Familiarity with databases, Cloud Platforms (e.g., Azure, AWS, or Google), and version control (Git).Exposure to AI and Machine Learning technologies.Knowledge of front-end technologies is a plus.Strong problem-solving skills and teamwork.Self-motivated with a desire to learn and grow.Skills: snowflake,teamwork,front-end technologies,flask,ai,databases,pandas,containers,python,version control,problem-solving,django,python, django,git,aws,cloud platforms,machine learning"
Python Developer (internship),MindPal,"Houston, TX",Internship,Internship,"Summer Internship Opportunity - Python Developer at Mindpal (In collaboration with Sky Gate) Hello!We are on the lookout for 2-3 passionate individuals ready to embark on a 3-month unpaid summer internship as Python Developers. This internship provides an excellent opportunity to gain hands-on experience and practical knowledge in the evolving tech industry, offering a viable alternative to expensive courses or boot camps.At the end of the internship, there is a high probability of transitioning to a paid Junior position within the team, thus kick-starting your career in the tech industry.Don't miss this chance to be part of a team building applications with state-of-the-art AI tools!Responsibilities:Maintain and develop the backend of a recruitment platform based on the Django Rest FrameworkWrite unit tests for new functionalitiesDeliver readable and transparent codeBuild dashboards based on SQL queries and process the resultsHave direct contact with the clientRequirements:Enthusiasm for learning and an open mindKnowledge of Python/Django and an interest in AI/LLMCandidates ready to work from our office in GliwiceWe look forward to hearing from you!RequirementsResponsibilities"
Python Developer,"Donato Technologies, Inc.","Dallas, TX",Entry level,Full-time,"Title : Python DeveloperWork location: Dallas, TX (On-site)Position OverviewWe are seeking a skilled Python Developer with expertise in data engineering, machine learning, and cloud technologies to join our team in Dallas, TX. The ideal candidate will have a passion for solving complex problems, a strong foundation in Python programming, and experience working with distributed systems and big data technologies.ResponsibilitiesDevelop and maintain Python-based applications for data engineering and machine learning purposes.Collaborate with cross-functional teams to design and implement scalable solutions for data processing and analysis.Implement and optimize pyspark code for efficient distributed data processing.Utilize NoSQL databases, particularly MongoDB, for data storage and retrieval in large-scale applications.Design and implement real-time streaming solutions for data ingestion and processing.Deploy and manage applications in Kubernetes environments, ensuring scalability, reliability, and performance.Design, build, and deploy machine learning pipelines, incorporating best practices for model training, evaluation, and deployment.Utilize Delta Live Tables for managing data changes and versioning in data lake environments.Work closely with DevOps teams to automate deployment processes using Azure DevOps and other CI/CD tools.Stay updated on emerging technologies and industry trends in data engineering, machine learning, and cloud computing.RequirementsBachelor's degree in Computer Science, Engineering, or related field.Strong proficiency in Python programming language and Pyspark Coding.Experience with distributed data processing frameworks such as pyspark.Hands-on experience with NoSQL databases, particularly MongoDB.Familiarity with real-time streaming technologies and frameworks.Experience deploying and managing applications in Kubernetes environments.Knowledge of containerization technologies such as Docker.Experience designing and deploying machine learning pipelines.Familiarity with cloud platforms such as Azure.Excellent problem-solving skills and attention to detail.Strong communication and collaboration skills."
Python Developer (internship),MindPal,"Green Bay, WI",Internship,Internship,"Summer Internship Opportunity - Python Developer at Mindpal (In collaboration with Sky Gate) Hello!We are on the lookout for 2-3 passionate individuals ready to embark on a 3-month unpaid summer internship as Python Developers. This internship provides an excellent opportunity to gain hands-on experience and practical knowledge in the evolving tech industry, offering a viable alternative to expensive courses or boot camps.At the end of the internship, there is a high probability of transitioning to a paid Junior position within the team, thus kick-starting your career in the tech industry.Don't miss this chance to be part of a team building applications with state-of-the-art AI tools!Responsibilities:Maintain and develop the backend of a recruitment platform based on the Django Rest FrameworkWrite unit tests for new functionalitiesDeliver readable and transparent codeBuild dashboards based on SQL queries and process the resultsHave direct contact with the clientRequirements:Enthusiasm for learning and an open mindKnowledge of Python/Django and an interest in AI/LLMCandidates ready to work from our office in GliwiceWe look forward to hearing from you!RequirementsResponsibilities"
Python Developer (100% Remote),SPAR Information Systems LLC,"Texas, United States",Entry level,Full-time,"Role: Python DeveloperLocation: RemoteDuration: 12+ MonthsRate: $40/Hr on W2 Job DescriptionResponsible for analysis, design, coding and testing of new applications or enhancements to existing applications using Python-based technologies, including Django.Responsible for upgrading old python Django projects from python version 2.7 to 3.10+Must be able to apply SDLC concept and have a proven track record of delivering solid, robust applications.Must have a solid understanding of Object-Oriented Programming.Strong communication skills are required as position will interact with business owners.3-5 Years Of Prior Python Development Experience Required.Experience upgrading Python 2.7 to 3.x requiredContactArvind KumarDirect Number:- 469-750-0607Email : Arvind.B@sparinfosys.com"
Python Developer (internship),MindPal,"San Antonio, TX",Internship,Internship,"Summer Internship Opportunity - Python Developer at Mindpal (In collaboration with Sky Gate) Hello!We are on the lookout for 2-3 passionate individuals ready to embark on a 3-month unpaid summer internship as Python Developers. This internship provides an excellent opportunity to gain hands-on experience and practical knowledge in the evolving tech industry, offering a viable alternative to expensive courses or boot camps.At the end of the internship, there is a high probability of transitioning to a paid Junior position within the team, thus kick-starting your career in the tech industry.Don't miss this chance to be part of a team building applications with state-of-the-art AI tools!Responsibilities:Maintain and develop the backend of a recruitment platform based on the Django Rest FrameworkWrite unit tests for new functionalitiesDeliver readable and transparent codeBuild dashboards based on SQL queries and process the resultsHave direct contact with the clientRequirements:Enthusiasm for learning and an open mindKnowledge of Python/Django and an interest in AI/LLMCandidates ready to work from our office in GliwiceWe look forward to hearing from you!RequirementsResponsibilities"
Python Developer (internship),MindPal,"Stamford, CT",Internship,Internship,"Summer Internship Opportunity - Python Developer at Mindpal (In collaboration with Sky Gate) Hello!We are on the lookout for 2-3 passionate individuals ready to embark on a 3-month unpaid summer internship as Python Developers. This internship provides an excellent opportunity to gain hands-on experience and practical knowledge in the evolving tech industry, offering a viable alternative to expensive courses or boot camps.At the end of the internship, there is a high probability of transitioning to a paid Junior position within the team, thus kick-starting your career in the tech industry.Don't miss this chance to be part of a team building applications with state-of-the-art AI tools!Responsibilities:Maintain and develop the backend of a recruitment platform based on the Django Rest FrameworkWrite unit tests for new functionalitiesDeliver readable and transparent codeBuild dashboards based on SQL queries and process the resultsHave direct contact with the clientRequirements:Enthusiasm for learning and an open mindKnowledge of Python/Django and an interest in AI/LLMCandidates ready to work from our office in GliwiceWe look forward to hearing from you!RequirementsResponsibilities"
Python Developer (internship),MindPal,"Bridgeport, CT",Internship,Internship,"Summer Internship Opportunity - Python Developer at Mindpal (In collaboration with Sky Gate) Hello!We are on the lookout for 2-3 passionate individuals ready to embark on a 3-month unpaid summer internship as Python Developers. This internship provides an excellent opportunity to gain hands-on experience and practical knowledge in the evolving tech industry, offering a viable alternative to expensive courses or boot camps.At the end of the internship, there is a high probability of transitioning to a paid Junior position within the team, thus kick-starting your career in the tech industry.Don't miss this chance to be part of a team building applications with state-of-the-art AI tools!Responsibilities:Maintain and develop the backend of a recruitment platform based on the Django Rest FrameworkWrite unit tests for new functionalitiesDeliver readable and transparent codeBuild dashboards based on SQL queries and process the resultsHave direct contact with the clientRequirements:Enthusiasm for learning and an open mindKnowledge of Python/Django and an interest in AI/LLMCandidates ready to work from our office in GliwiceWe look forward to hearing from you!RequirementsResponsibilities"
Python Developer (internship),MindPal,"Davenport, IA",Internship,Internship,"Summer Internship Opportunity - Python Developer at Mindpal (In collaboration with Sky Gate) Hello!We are on the lookout for 2-3 passionate individuals ready to embark on a 3-month unpaid summer internship as Python Developers. This internship provides an excellent opportunity to gain hands-on experience and practical knowledge in the evolving tech industry, offering a viable alternative to expensive courses or boot camps.At the end of the internship, there is a high probability of transitioning to a paid Junior position within the team, thus kick-starting your career in the tech industry.Don't miss this chance to be part of a team building applications with state-of-the-art AI tools!Responsibilities:Maintain and develop the backend of a recruitment platform based on the Django Rest FrameworkWrite unit tests for new functionalitiesDeliver readable and transparent codeBuild dashboards based on SQL queries and process the resultsHave direct contact with the clientRequirements:Enthusiasm for learning and an open mindKnowledge of Python/Django and an interest in AI/LLMCandidates ready to work from our office in GliwiceWe look forward to hearing from you!RequirementsResponsibilities"
Python Developer Jr-Mid,"Liberty Personnel Services, Inc.","Philadelphia, PA",Mid-Senior level,Full-time,"Job Details:Software DeveloperPremier fintech shop in Center City continues to grow and is looking to add a Jr-Mid Level engineer. This is a global company with top flight comp, benes, PTO, and tons of room for growth!Qualified candidates will have experience with as much of the following as possible:PythonDjango Flask AWSExperience with CI/CDMicroservices AngularDocker NodeSQLPlease send resumes to Dylan@libertyjobs.com and link me in -https://www.linkedin.com/in/dylan-bronson/Even if you are not a perfect match, please reach out anyway, I have 100+ openings in all areas of ITI look forward to hearing from you!#IT#midsenior"
